Title,Url,Page,Location on page,Side,Drawing Inscription,Drawing Date,Support Material,Drawing Medium and Style,Set of Drawings,Drawing Source,Title of depicted object,Current Location,GeolocCurrentLocation,Current inventory no.,Source object material,Source object type,Date,Discovery date,Archeological Findspot,geolocFindspot,Provenance,Collector,Iconography,Tracing Source,Online Collection Record,Bibliographic References:,Notes,Updated date
Wall painting - Ship,http://digitalmontagny.inha.fr/en/record/montagny30r02,Folio 30 Recto,"Leaf 30r, center of the page",Vertical,"Peinture Antique trouvée à Pompeïa, A jaune clair B viollet C jaune clair D viollet clair , E terre de Sienne Brulée F vert G Blanc, [ink] Musée de Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8527,fresco,mural painting (visual works),,,"Italy, Pompei, Temple of Isis, Regio VIII, 7","40.7461572, 14.4989344",Portici museum,,"Helmet, Legionary, Naumachia, Shield, Ship, Spear",,,"Museo archeologico nazionale (Napoli), 1987",,2015-08-03T14:54:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,MF n. 1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"De Caro, 1992",,
,,,,,,,,,,,,,,,,,,,,,,,,,,1. 47,,
Wall painting - Ship,http://digitalmontagny.inha.fr/en/record/montagny31r02,Folio 31 Recto,"Leaf 31r, center of the page",Vertical,"jaune clair B terre de Sienne C vert obscur D couleur de chocolat , E laque [ink] Musée de Portici, [pencil] Peinture Antique trouvée à Pompeïa",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8590,fresco,mural painting (visual works),,,"Italy, Pompei, Temple of Isis, Regio VIII, 7","40.7461572, 14.4989344",Portici museum,,"Helmet, Legionary, Naumachia, Shield, Ship, Spear",,,"De Caro, 1992",,2015-08-03T14:54:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 1. 25,,
Wall painting - Ship with legion,http://digitalmontagny.inha.fr/en/record/montagny27r04,Folio 27 Recto,"Leaf 27r, center of the page","Horizontal, turn book clockwise","Peinture Antique trouvée à Pompeïa , A jaune B viollet clair C vert D laque , E rouge [ink] Musée de Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",Inv. 8529,fresco,mural painting (visual works),,,"Italy, Pompei, Temple of Isis, Regio VIII, 7","40.7461572, 14.4989344",Portici museum,,"Helmet, Legionary, Naumachia, Shield, Ship, Spear",,,"De Caro, 1992",,2015-08-03T22:09:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"1. 25, pl. V",,
Wall painting - Ship with legion and sail,http://digitalmontagny.inha.fr/en/record/montagny26r02,Folio 26 Recto,"Leaf 26r, center of the page","Horizontal, turn book clockwise","Peinture antique trouvée à Pompeïa , 1. Blanc 2. jaune clair 3. rouge 4. vert 5. terre de Sienne brulée 6. jaune , [ink] du Musée de Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",Inv. 8530,fresco,mural painting (visual works),,,,,Portici museum,,"Helmet, Legionary, Naumachia, Shield, Ship, Spear",,,"De Caro, 1992",,2015-08-03T14:52:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"1. 23, pl. V",,
Wall painting - Sitting woman,http://digitalmontagny.inha.fr/en/record/montagny15r05,Folio 15 Recto,"Leaf 15r, center of the page",Vertical,"Peinture Antique trouvée à Stabia,, actuellement au musée de Portici., Le fond noir, les cheveux Blonds, , la première draperie viollette tirennt sur la , Laque et l'autre verte claire., [ink] Dea Muta de Latini , o sia Silenzio divinità Allegorica.",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Thoughtful woman,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 9097,fresco,mural painting (visual works),,,"Italy, Stabiae, villa Arianna","40.6963189, 14.4948973",,,,,,"D&#039;Alconzo, 2002",,2015-05-16T15:57:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 92,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,(photograph is reversed),,
Wall painting - Sitting woman,http://digitalmontagny.inha.fr/en/record/montagny16r05,Folio 16 Recto,"Leaf 16r, center of the page",Vertical,"Peinture Antique fond clair , draperie blanche, D laquese [sic] , E terre de Sienne , F vert , G eau dans , la demi teinte, [ink] Musée de Portici",,White paper,"Pencil, chiaroscuro",,Original work of art (made from),,Location unknown,,,fresco,mural painting (visual works),,,,,,,,,,,,2015-05-14T18:50:00Z
Wall painting - Sphinx,http://digitalmontagny.inha.fr/en/record/montagny14r11,Folio 14 Recto,"Leaf 14r, bottom of the page, right",Vertical,"Sfinge greca , detto Presapine del , V. volume delle , Antichità di , Ercolano.",,Transparent paper,"Ink, line drawing",,Engraving,,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 9275,fresco,mural painting (visual works),,,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,"Sphinx, Sphinge","Reale Accademia Ercolanese, 1757 - t. V, p. 30",,"Helbig, 1868",,2015-05-14T19:30:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 1777,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Museo archeologico nazionale (Napoli), 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Says that it comes from Herculaneum ; Mounted with two other fragments on a red background : one representing an herm, the other showing a bearded man",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"V, p. 30",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"p. 348, n. 10",,
Wall painting - Sphinx and mask,http://digitalmontagny.inha.fr/en/record/montagny37r03,Folio 37 Recto,"Leaf 37r, bottom of the page",Vertical,"Peinture Antique trouvée à, Pompeïa fond noir, Blanc jaune jaune, la tête blanche, [ink] Des.ne au musée de, Portici",,White paper,"Ink, line drawing",,Original work of art (made from),,Location unknown,,,fresco,mural painting (visual works),,,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,"Mask, Sphinx, Sphinge",,,,,2015-05-14T21:05:00Z
Wall painting - Theseus victorious,http://digitalmontagny.inha.fr/en/record/montagny03r01,Folio 3 Recto,"Leaf 3r, center of page",Vertical,"[young girl] draperie laqueuse , [Theseus] draperie laqueuse, [young man] draperie verte fond clair, Peinture antique trouvée à , Herculanum, la draperie de la jeune fille jaune x , La figure principal pouvoit avoir six pieds , 6 draperie laqueuse mais claire [ink] Musée de Portici, E. H. Montagny Peintre d’histoire ft.",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Theseus victorious,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 9049 (AFP MN624),fresco,mural painting (visual works),,,"Italy, Herculaneum, Basilica",,Portici museum,,"Minotaur, Theseus",,,"Boriello, 1986",,2015-09-12T18:54:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 174,,
Wall painting - Triton,http://digitalmontagny.inha.fr/en/record/montagny57r01,Folio 57 Recto,"Leaf 57r, center of the page","Horizontal, turn book clockwise","Peinture Antique trouvée à Pompeïa, fond noir, jaune , vert , jaune, chaud brûlé du Soleil, vert , rouge , Blanc , rouge, [ink] Du musée de Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Young sea- centaur,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8858,fresco,mural painting (visual works),,,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,Triton,,,"Helbig, 1868",,2015-05-16T15:51:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 1069,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"pp. 45, 3",,
Wall painting - Triton,http://digitalmontagny.inha.fr/en/record/montagny58r01,Folio 58 Recto,"Leaf 58r, center of the page","Horizontal, turn book clockwise","Peinture Antique trouvée à Pompeïa fond noir, le corps de l'homme jaune Brulé du Soleil, et le reste vert, Apart la queue qui est rouge ; les autres poissons vert, exceptée la queue qui est rouge, des touches verte dans le fond noir pour imiter l'eau, [ink] Dés. ne au musée, de Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Sea centaur and a dolphin,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8869,fresco,mural painting (visual works),,,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,"Conch, Triton",,,"Helbig, 1868",,2015-05-16T16:02:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 1071,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"pp. 44, 8",,
Wall painting - Victory,http://digitalmontagny.inha.fr/en/record/montagny21r03,Folio 21 Recto,"Leaf 21 r, bottom of the page","Horizontal, turn book clockwise","[vertical] vert, draperie bleu ailes rouges , ce qu elle tient a la main rouge, fond blanc, [ink] Peinture Antique , Du Musée de Portici",,Blue paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Victory,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8955,fresco,mural painting (visual works),Ist C,,"Italy, Stabiae","40.7035661, 14.4991744",Portici museum,,"Palm leaf, Victory",,,"Helbig, 1868",,2015-08-03T16:12:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 916,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Museo archeologico nazionale (Napoli), 1987",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"IV, 23, pl. 113",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"p. 145, 8",,
Wall painting - Victory,http://digitalmontagny.inha.fr/en/record/montagny23r02,Folio 23 Recto,"Leaf 23r, center of the page",Vertical,"fond rouge , la draperie verte claire et les , ailes de la même couleur, peinture trouvée à Pompeïa , actuellement à Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Victory holding a trophy,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8959,fresco,mural painting (visual works),,1761,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,"Laurel crown, Victory",,,"Prisco, 2009",,2015-08-03T16:05:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 81,,
Wall painting - Victory,http://digitalmontagny.inha.fr/en/record/montagny71r02,Folio 71 Recto,"Leaf 71r, middle of the page","Horizontal, turn book clockwise","[ink] la corona d'oro, [pencil] la vittoria",,White paper,"Ink, chiaroscuro",Naples drawings,Original work of art (made from),Victory,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",no longer extant (Helbig),fresco,mural painting (visual works),,,"Italy, Herculaneum",,"Pio Clementino museum, Vatican",,"Laurel crown, Shield, Victory",,,"Disegni Intagliati, 1746",,2015-08-03T13:53:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Helbig, 1868",,
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 908,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, p. 40, pl. 227",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"pp. 146, 1",,
Wall painting - Victory holding a plate,http://digitalmontagny.inha.fr/en/record/montagny88r03,Folio 88 Recto,"Leaf 88r, bottom of the page","Horizontal, turn book clockwise","Peinture Antique fond jaune, draperie viollette clair ailes Bleu, [ink] Musée de Portici",,Blue paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8934,fresco,mural painting (visual works),,,,,Portici museum,,"Tray, Victory",,,"Museo archeologico nazionale (Napoli), 1987",,2015-05-16T16:26:00Z
Wall painting - Victory with cornucopia,http://digitalmontagny.inha.fr/en/record/montagny22r01,Folio 22 Recto,"Leaf 22r, top of the page",Vertical,"Peinture Antique trouvée à Pompeïa , Le fond rouge, , la draperie verte, , ainsi que les Ailes avec , la corne d'Abondance, Musée de Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Victory holding a cornucopia,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",,,,,,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,"Cornucopia, Victory",,,"Helbig, 1868",,2015-08-15T14:26:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 926,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"IV, pl. XVIII",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"145, 4",,
Wall painting - Winning athlete,http://digitalmontagny.inha.fr/en/record/montagny21r01,Folio 21 Recto,"Leaf 21r, top of the page","Horizontal, turn book clockwise","la figure d'un ton chaud le bouclier , d'or et le fond rouge., [ink] Du musée de Portici",,Blue paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 9220,fresco,mural painting (visual works),,,,,,,"Athlete, Palm leaf, Shield",,,,,2015-05-16T15:54:00Z
Wall painting - Woman escaping,http://digitalmontagny.inha.fr/en/record/montagny10r04,Folio 10 Recto,"Leaf 10r, bottom of the page","Horizontal, turn book clockwise","Peinture Antique , trouvée à , Herculanum. , 1 Vert clair, 2 Jaune clair , [ink] Du Musée de Portici",,Blue paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Fragment from a decoration,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 9012,fresco,mural painting (visual works),1st c. AD,,"Italy, Herculaneum, Basilica",,Portici museum,,,,,"Boriello, 1986",,2015-09-12T13:07:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"pp. 148, n. 183",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"LIMC, 1981",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"IV, I (1988), Heracles, p. 831, n. 1657",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Mühlenbrock and Richter, 2005",,
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 6.5,,
Wall painting - Woman holding a basket,http://digitalmontagny.inha.fr/en/record/montagny11r05,Folio 11 Recto,"Leaf 11r, bottom of the page","Horizontal, turn book clockwise","Peinture Antique , trouvée à Herculanum, Fond Blanc , draperie terre, de Sienne, [ink] du musée de Portici",,Blue paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8949,fresco,mural painting (visual works),,,"Italy, Herculaneum",,Portici museum,,Basket,,,"Helbig, 1868",,2015-05-16T16:10:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 1802,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, pl. 31, p. 189",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"p. 233, 7",,
Wall painting - Woman holding a tray,http://digitalmontagny.inha.fr/en/record/montagny83r01,Folio 83 Recto,"Leaf 83r, top of the page","Horizontal, turn book clockwise","Peinture Antique trouvée à Herculanum, fond Blanc , 1. cramoisi, 2 vert Clair, [ink] Du Musée de Portici",,Blue paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Woman with a goat,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8901,fresco,mural painting (visual works),,,"Italy, Herculaneum",,Portici museum,,"Coat, Tray",,,"Helbig, 1868",,2015-05-16T16:17:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 1637,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, p. 211",,
Wall painting - Woman with a fasces,http://digitalmontagny.inha.fr/en/record/montagny87r02,Folio 87 Recto,"Leaf 87r, bottom of the page","Horizontal, turn book clockwise","[ink] Musée de, Portici, [pencil] Peinture Antique trouvée, à Pompeïa fond noir, draperie Blanche",,Blue paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",8958,fresco,mural painting (visual works),,,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,Fasce,,,"Helbig, 1868",,2015-05-16T16:18:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 1857,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
Wall painting - Woman with a plate,http://digitalmontagny.inha.fr/en/record/montagny42r02,Folio 42 Recto,"Leaf 42r, top of the page, center",Vertical,"Peinture, Antique, trouvée à Stabia, actuellement, à Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Man in a toga,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 8966,fresco,mural painting (visual works),,,"Italy, Stabiae","40.7035661, 14.4991744",Portici museum,,"Oenochoe, Tray",,,"Helbig, 1868",,2015-05-16T16:16:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 1813,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"pp. 233, 6",,
Wall painting - Woman with a plate,http://digitalmontagny.inha.fr/en/record/montagny43r02,Folio 43 Recto,"Leaf 43r, center of the page",Vertical,"[ink, on the page] A. Femme grecque vetûe, Diploïdion, Peinture trouvée à Stabia elle est, à Portici dans ce moment ci.",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 9373,fresco,mural painting (visual works),,,"Italy, Stabiae","40.7035661, 14.4991744",Portici museum,,Tray,,,"Helbig, 1868",,2015-05-16T16:16:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 1782,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"pl. 16, p. 79",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"pp. 229, 8",,
Wall painting - Woman with a plate (Dionysiac scene),http://digitalmontagny.inha.fr/en/record/montagny50r02,Folio 50 Recto,"Leaf 50r, top of the page, right",Vertical,"Peinture Antique, trouvée à herculanum, fond noir draperie verte et, viollette coiffure rouge, actuellement, au musée , de Portici",,White paper,"Pencil, chiaroscuro",,Original work of art (made from),Dionysiac scene,Tokyo. Bridgestone Art Museum,"35.6894875, 139.6917064",Inv. 2 Gaiyo,fresco,mural painting (visual works),Last quarter of the 1st c. BC,,"Italy, Herculaneum",,"Portici museum, Then Joseph Bonaparte coll. until the 1868 sale, Trace is lost until it enters Ishibashi Shojiro coll. (1889-1976). He gives the painting to the Bridgestone Museum in 1961",,"Bacchant, Fruit, Tray",,,"Helbig, 1868",,2015-05-14T21:44:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 409,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, pl. XXII",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"pp. 118, 3",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Roger, 2011",,
Wall painting - Woman with a tray,http://digitalmontagny.inha.fr/en/record/montagny87r01,Folio 87 Recto,"Leaf 87r, top of the page","Horizontal, turn book clockwise","[ink] Peinture Antique trouvée à Pompeïa, fond noir, draperie blanche, Du Musée de Portici",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",,fresco,mural painting (visual works),,,"Italy, Pompei","40.7461572, 14.4989344",Portici museum,,Tray,,,"Helbig, 1868",,2015-05-16T16:22:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 1858,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reale Accademia Ercolanese, 1757",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"IV, p. 93",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Reinach, 1970",,
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 136 n. 15,,
Wall painting - Woman with a tray (Dionysiac scene),http://digitalmontagny.inha.fr/en/record/montagny45r03,Folio 45 Recto,"Leaf 45r, center of the page",Vertical,"Peinture Antique, trouvée à Herculanum, fond noir Draperie, verte foncée, [ink] musée de, Portici",,White paper,"Pencil, chiaroscuro",,Original work of art (made from),Part of a bigger fragment of wall-painting,Paris. Musée du Louvre,"48.8606111, 2.337644",AGER inv. n° P 28,fresco,mural painting (visual works),Last quarter of the 1st c. BC,Discovered in 1745,"Italy, Herculaneum",,"Portici museum, Noël des Vergers coll. (until 1867)",,"Bacchant, Tray, Vine",,,"Tram Tan Tinh, 1974",,2015-05-14T21:43:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"p. 53, n. 29, fig. 34",,
Wall painting - Woman with vase,http://digitalmontagny.inha.fr/en/record/montagny44r05,Folio 44 Recto,"Leaf 44r, bottom of the page",Vertical,"Peinture Antique, actuellement au musée, de Portici, fond viollet, draperie verte, clair",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",inv. 9665,fresco,mural painting (visual works),,,,,Portici museum,,Vase,,,"Helbig, 1868",,2015-07-27T14:18:00Z
